,logFC,AveExpr,t,P.Value,adj.P.Val,B
TAGAP-AS1,-0.707678876,4.424318213,-4.175500723,0.000165661,0.003100573,0.647295928
LCMT2,-0.384219907,7.560696867,-4.174797441,0.000166012,0.003105105,0.645286779
COL6A1,-0.512488478,12.08541978,-4.174745503,0.000166038,0.003105105,0.645138407
MAD2L1BP,-0.477792784,7.662354027,-4.174637883,0.000166092,0.00310527,0.644830967
LMAN2L,-0.544716919,8.181099626,-4.17259319,0.000167117,0.003119376,0.638990414
MPC2,-0.516360336,9.672913087,-4.172314219,0.000167258,0.003121152,0.63819363
TCEAL9,-0.46895227,8.407066709,-4.171873448,0.00016748,0.003124452,0.636934753
EPHX2,-0.693495085,4.556796678,-4.171687139,0.000167574,0.00312536,0.636402657
TMEM59,-0.972152563,6.936255117,-4.171456484,0.00016769,0.003126686,0.635743917
EBI3,-1.032543647,2.931388063,-4.171064968,0.000167888,0.003128682,0.634625799
ABAT,-1.296693818,3.03605876,-4.170555438,0.000168146,0.003132639,0.633170703
DVL1,0.675251734,8.455898977,4.169475226,0.000168694,0.003140315,0.630086084
TENT5A,-0.51522923,10.93289664,-4.169175113,0.000168846,0.003141442,0.629229142
PPL,-1.273968301,2.980633639,-4.168150435,0.000169368,0.003150297,0.626303446
PREX1,-0.574812794,8.911858818,-4.167511084,0.000169694,0.003154161,0.624478077
TIAM1,-0.945696622,6.43577809,-4.167474547,0.000169713,0.003154161,0.624373764
STK38L,0.53393796,12.09319629,4.167367559,0.000169767,0.003154327,0.624068321
FAM3C,-0.450837971,10.39585041,-4.166572049,0.000170174,0.003161038,0.621797283
CHCHD2,-0.655364004,10.0099745,-4.165317151,0.000170818,0.003170438,0.618215085
ABCA5,-0.653889498,6.418088662,-4.164984593,0.000170989,0.003172759,0.617265841
UBR3,-0.609752163,10.52017683,-4.163786589,0.000171607,0.003181651,0.61384651
CAV1,-0.542234572,7.956077285,-4.162488787,0.000172279,0.003192366,0.610142737
PHYH,-0.856042227,6.581897764,-4.162401389,0.000172324,0.003192366,0.609893328
THBS1-AS1,1.194900672,4.481701023,4.161674624,0.000172701,0.003198496,0.607819422
ANAPC5,-0.495034977,9.253197433,-4.161271784,0.000172911,0.003201516,0.606669929
ANO1,1.17245098,4.113581051,4.160917484,0.000173095,0.00320407,0.605658978
PKN1,-0.930017954,8.57295281,-4.160274042,0.00017343,0.003209418,0.603823071
ST6GALNAC3,-0.706072902,7.420063078,-4.160001402,0.000173573,0.00321119,0.60304519
NFIC,-0.618181851,8.094690052,-4.158737811,0.000174234,0.003219965,0.599440221
STARD8,-0.589087563,8.337096857,-4.158622021,0.000174295,0.003220224,0.599109897
NTMT1,-0.763761444,5.241669897,-4.158365056,0.000174429,0.003221852,0.598376841
ID4,1.071168179,7.116560554,4.158173313,0.00017453,0.003221985,0.59782986
SNX5,-0.561502338,6.960865402,-4.157812279,0.00017472,0.003223797,0.596799966
USP38,-0.647599637,7.86598149,-4.156331846,0.000175499,0.003233338,0.592577195
PRKCE,-0.427245573,8.499111056,-4.156089971,0.000175627,0.003234447,0.591887325
RNF220,-0.745855338,4.647279181,-4.155760856,0.000175801,0.003236227,0.590948653
LINC02608,-1.144291537,3.514253489,-4.155729569,0.000175818,0.003236227,0.59085942
TAB2,-0.665043228,7.41802226,-4.154800068,0.00017631,0.003242876,0.588208537
ATP6AP2,-0.586479251,9.329865441,-4.154778932,0.000176321,0.003242876,0.588148259
CCDC59,-0.786842141,5.679475978,-4.154748191,0.000176337,0.003242876,0.588060593
MYCBP,-0.887721024,6.127886091,-4.154692367,0.000176367,0.003242876,0.587901392
DMPK,0.487532255,9.136044171,4.153466389,0.000177018,0.003252301,0.584405331
FAM199X,-0.336103394,10.08522514,-4.153372456,0.000177068,0.003252301,0.584137482
YAF2,-0.844147535,5.048739114,-4.15333491,0.000177088,0.003252301,0.584030421
SPATA7,-1.111244721,5.998444845,-4.153287855,0.000177113,0.003252301,0.583896247
CD248,-0.776560291,7.099784763,-4.15280958,0.000177368,0.003256082,0.582532494
LINC01055,-0.690089175,4.482481358,-4.151762222,0.000177928,0.003262879,0.579546261
DDX1,-0.591443561,4.836081805,-4.151613943,0.000178007,0.003263466,0.57912351
BLOC1S2,-0.476682566,8.281940127,-4.151231152,0.000178212,0.003263754,0.578032173
RPL19,-0.548632053,12.18852214,-4.151097239,0.000178284,0.003264202,0.577650398
IPO8,-0.805042864,4.150462678,-4.150996439,0.000178338,0.003264325,0.577363025
NDUFS5,-0.803351851,11.21562799,-4.150722067,0.000178485,0.003265391,0.576580833
JMJD6,-0.627701233,7.504288351,-4.150711352,0.000178491,0.003265391,0.576550285
CLEC1B,-1.046922291,2.528734831,-4.149225953,0.00017929,0.003278645,0.572315957
ARHGAP22,-0.933756016,4.896442074,-4.149187551,0.000179311,0.003278645,0.572206494
MRPS30,-0.426412762,9.484757375,-4.148833712,0.000179501,0.00328052,0.571197913
STAG3L4,-0.431493295,8.067173654,-4.148821067,0.000179508,0.00328052,0.571161872
MRPL12,-0.513030783,10.01684835,-4.148455415,0.000179706,0.003283258,0.570119652
RPS23,-0.558999883,8.833303525,-4.148299076,0.00017979,0.003283932,0.569674048
RAB3IL1,-0.680164069,7.021525942,-4.147833331,0.000180042,0.003285301,0.5683466
PPP1R14A,-0.637379366,7.074802117,-4.147808231,0.000180056,0.003285301,0.568275063
PART1,-1.072305268,3.979129158,-4.147158155,0.000180408,0.003289986,0.566422337
HAUS3,-0.361845818,7.508170731,-4.146289674,0.000180879,0.003296842,0.563947315
RBPJ,-0.378987267,10.33221646,-4.145986176,0.000181044,0.003298554,0.563082443
DIPK1A,-0.548975907,5.821403048,-4.145941213,0.000181069,0.003298554,0.562954315
CAP2,-0.824249503,5.749748709,-4.145444313,0.00018134,0.003302611,0.561538362
PLA2G15,0.834813574,5.928379485,4.144315748,0.000181956,0.003312957,0.558322665
DCTN3,-0.543070546,6.718970183,-4.142980694,0.000182687,0.003322767,0.554519013
CD164,-0.421049829,11.03839446,-4.142668691,0.000182859,0.00332413,0.553630163
LARP1B,-0.616083751,6.749186981,-4.142349343,0.000183034,0.003326445,0.552720411
RHBDF2,-0.628378623,4.941684673,-4.14057427,0.000184013,0.003341593,0.547664086
FGF14,1.365784093,3.616198467,4.139728356,0.000184481,0.003349214,0.54525476
PET117,-0.420925626,7.191755913,-4.139202311,0.000184773,0.003353629,0.543756576
MAB21L2,-0.462621833,5.68709135,-4.138940713,0.000184918,0.003355382,0.543011566
SLC45A4,-0.752696267,5.400959264,-4.138343237,0.00018525,0.003358759,0.541310066
ALKBH1,-0.431377817,7.641328808,-4.135464704,0.000186859,0.003384392,0.533113796
DPYD,-0.593701671,8.637120394,-4.135462289,0.00018686,0.003384392,0.533106922
STAM2,-0.612063684,5.286377337,-4.135033313,0.000187101,0.003387866,0.531885642
STYXL2,0.556309419,12.66509206,4.134859568,0.000187199,0.003388744,0.53139101
UBE2D3,-0.486214665,6.472126369,-4.134151345,0.000187598,0.003394261,0.529374857
MCF2L,-0.623062185,6.777828538,-4.134143154,0.000187602,0.003394261,0.52935154
STX8,-0.606910314,7.814207983,-4.133801929,0.000187795,0.00339685,0.528380194
SLC39A1,-0.466055123,8.934381128,-4.132605237,0.000188471,0.003405365,0.524973872
PMP22,-0.807637924,4.528012201,-4.132531816,0.000188512,0.003405365,0.524764893
CCDC121,-0.479050755,7.386928618,-4.131857623,0.000188894,0.003408717,0.522846008
GPX3,-0.733279443,13.13236663,-4.131855488,0.000188895,0.003408717,0.522839932
TBX5,-0.531238784,8.444387273,-4.130484718,0.000189674,0.003420091,0.518938805
MARCHF5,-0.549937721,6.129088324,-4.12925087,0.000190378,0.003429044,0.515427755
MIR210HG,-0.905840926,4.952859551,-4.129149345,0.000190436,0.003429044,0.515138869
NADSYN1,-0.60677997,6.850712296,-4.129030159,0.000190505,0.003429044,0.514799738
ZNF532,0.963655813,4.112078148,4.128744145,0.000190668,0.003429044,0.513985923
ENPP5,-0.694054468,6.212397293,-4.128242823,0.000190955,0.003432419,0.512559528
PLEKHH2,0.8295782,7.388638173,4.127805473,0.000191206,0.003435351,0.511315204
ATP23,-1.460946923,4.541322937,-4.127757733,0.000191234,0.003435351,0.51117938
TRAM1,-0.440540828,10.65646877,-4.127697963,0.000191268,0.003435351,0.51100933
EMC6,-0.541660279,7.876457972,-4.127228902,0.000191537,0.003439296,0.50967485
TMOD3,-0.787220167,5.746340417,-4.125689955,0.000192424,0.003451477,0.505296926
EGFR-AS1,-0.835173959,4.627985299,-4.125593992,0.00019248,0.003451477,0.505023956
SCD5,-0.745542927,6.786161012,-4.125531001,0.000192516,0.003451477,0.504844776
MAPK7,-0.757803705,4.827991239,-4.124936096,0.00019286,0.003455848,0.503152603
TJP1,0.455296576,12.46335589,4.124746496,0.00019297,0.003456917,0.502613315
METTL15,-0.603886848,8.211054447,-4.123823711,0.000193505,0.003465366,0.499988727
NME1,-0.528362509,6.981806486,-4.123518982,0.000193682,0.003466074,0.499122066
LSM8,-0.468445173,7.740340624,-4.122799454,0.000194101,0.003471764,0.497075785
ARL6IP5,-0.469403285,11.94295613,-4.122117714,0.000194498,0.003477971,0.495137094
PAK2,-0.375766151,11.17194458,-4.1215861,0.000194809,0.003480583,0.493625405
VWF,-0.743956334,4.843726427,-4.121392003,0.000194922,0.00348104,0.493073491
PMM1,-0.495300618,7.329886032,-4.120873356,0.000195226,0.003483846,0.491598766
TPD52L2,-0.571242912,7.58827909,-4.120864697,0.000195231,0.003483846,0.491574145
MRPS25,-0.852727387,6.950718583,-4.120435934,0.000195482,0.003487047,0.490355051
DDN-AS1,-0.826342558,4.564706686,-4.120386109,0.000195511,0.003487047,0.490213387
CC2D1A,0.657630692,4.806196577,4.120043204,0.000195712,0.003489734,0.489238451
MSRB3,0.671437264,9.210573356,4.119950904,0.000195767,0.003489798,0.488976032
SCARNA12,-0.717808048,9.07655496,-4.118164259,0.000196819,0.003504929,0.483896817
FERMT2,-0.448423355,7.659124075,-4.11806705,0.000196876,0.003505047,0.483620487
LINC00368,-1.149084307,4.015911372,-4.117744642,0.000197067,0.003507533,0.482704013
SERTM1,-1.613465102,3.412599431,-4.117650893,0.000197122,0.003507614,0.482437528
IL1R1,-0.795623005,8.772968854,-4.117524457,0.000197197,0.003508039,0.482078133
MGAT4A,-0.775275825,4.446249465,-4.116696061,0.000197687,0.00351354,0.479723514
MEGF11,-0.578877012,5.156729744,-4.116658311,0.00019771,0.00351354,0.479616218
SLF2,-0.469008062,8.442317903,-4.115856265,0.000198186,0.003520188,0.477336669
ZUP1,-0.487416225,6.916894389,-4.115395211,0.00019846,0.003524152,0.47602635
CTSH,-1.011023014,7.011202365,-4.115211789,0.000198569,0.003525183,0.475505079
RSRC2,-0.41549318,8.944435916,-4.115085007,0.000198645,0.003525616,0.475144779
LINC02334,-0.967137377,5.820596513,-4.11460794,0.000198929,0.003529756,0.473789046
NR2C1,-0.445395153,6.120567276,-4.11383958,0.000199388,0.00353517,0.471605636
ECI1,-0.526003751,9.031664074,-4.113650211,0.000199502,0.003535361,0.471067539
EED,-0.633060034,6.629320192,-4.111147567,0.000201004,0.003558333,0.463957065
RBM47,-0.585324166,4.84233112,-4.10992888,0.00020174,0.003566781,0.460495129
TXNDC9,-0.806651293,5.6362932,-4.108571316,0.000202563,0.003579491,0.456639131
TSTD2,-0.595625692,8.020441064,-4.106324792,0.000203931,0.003598144,0.450259181
PPP4R3B-DT,-0.844570149,3.705489523,-4.106142863,0.000204043,0.003599186,0.449742575
STXBP3,-0.401435316,9.304505391,-4.106011148,0.000204123,0.003599686,0.449368559
NR4A3,-1.216867848,7.244763109,-4.104053106,0.000205324,0.003619021,0.443809089
FMN1,-1.18989061,3.984936374,-4.103771709,0.000205498,0.003621148,0.4430102
DBT,-0.732907832,6.8255004,-4.103197426,0.000205852,0.003625285,0.441379864
EIF5,-0.855309201,3.660035918,-4.103098334,0.000205913,0.003625285,0.44109856
YKT6,-0.837777412,5.642255418,-4.103049774,0.000205943,0.003625285,0.440960707
LAIR1,-0.892456343,5.23920178,-4.102757711,0.000206123,0.003626534,0.440131613
SCARB2,-0.523563804,11.1686018,-4.102679433,0.000206171,0.003626534,0.439909404
TNNT3,0.962133229,6.080230837,4.102547128,0.000206253,0.003627047,0.439533834
GTF3A,-0.584588164,7.607573929,-4.10132173,0.000207012,0.003636113,0.436055533
LRRC75A,-0.503475685,9.456051618,-4.101082091,0.00020716,0.003637325,0.435375362
PRKRA,-0.597263428,6.440027976,-4.101007498,0.000207207,0.003637325,0.435163645
PDE4D,-0.653353501,6.963768063,-4.100787801,0.000207343,0.003638794,0.434540094
GRPEL1,-0.383039848,9.177228865,-4.100070316,0.000207789,0.00364199,0.432503785
RHOD,-0.843526195,7.399435116,-4.099446501,0.000208178,0.003647876,0.430733433
TNFRSF11A,-0.863594237,5.166165588,-4.099058937,0.00020842,0.003650259,0.429633595
ATP6V0A2,-0.41835828,8.363832834,-4.098940165,0.000208494,0.003650444,0.42929655
MAP3K13,-0.4128424,7.246491158,-4.098652317,0.000208674,0.003651925,0.428479724
TMTC2,-0.714177975,6.18960065,-4.097966377,0.000209103,0.00365715,0.426533319
MIGA1,-0.467132627,8.518780594,-4.097921036,0.000209131,0.00365715,0.426404666
UBE2D4,-0.391787721,9.095906582,-4.097393669,0.000209462,0.003662003,0.424908311
SCIRT,0.72899061,5.558137681,4.096647861,0.000209931,0.003668332,0.422792275
TBC1D22A-DT,-0.945134635,4.513607178,-4.095710022,0.000210521,0.003676913,0.420131603
FXR1,-0.426117162,9.652997893,-4.095698584,0.000210528,0.003676913,0.420099155
BBS12,-0.792621381,7.146916418,-4.095553762,0.00021062,0.003677577,0.419688312
GNPDA1,-0.466806464,8.557259542,-4.095353047,0.000210746,0.003678302,0.419118917
GCOM1,-0.535946691,9.250110876,-4.095318885,0.000210768,0.003678302,0.419022004
ASNSD1,-0.476047763,9.195929846,-4.094540089,0.00021126,0.003685026,0.416812794
ME1,-0.494664488,9.35077628,-4.093964832,0.000211624,0.003689513,0.41518106
SERP2,-0.673977522,5.758409767,-4.09377412,0.000211745,0.003690688,0.414640121
METTL23,-0.764338984,6.365602864,-4.092908137,0.000212295,0.003699335,0.412183942
ESD,-0.444458702,10.19701191,-4.091112917,0.000213439,0.003716456,0.407092792
INPP4B,0.962286562,4.481342058,4.090835049,0.000213617,0.003717672,0.406304849
TOMM34,-0.438584665,7.443203964,-4.090429484,0.000213876,0.003721249,0.405154832
RIPK1,-0.532892135,7.756828032,-4.088920535,0.000214844,0.0037359,0.400876447
RNF7,-0.576600242,8.102192843,-4.087978785,0.000215451,0.003742752,0.398206563
HNRNPA3,0.936487621,9.476865477,4.087915243,0.000215492,0.003742752,0.398026429
SMARCD2,-0.829153997,6.70209362,-4.08714035,0.000215992,0.003745815,0.395829773
UPB1,-0.697902785,5.707014168,-4.086077425,0.00021668,0.003754886,0.392816866
NOP10,-0.586150635,8.670943694,-4.085765549,0.000216883,0.003756426,0.391932895
ANKRD39,-0.562350483,6.598364151,-4.085634697,0.000216968,0.003756426,0.391562018
LSM12,-0.440052961,9.559016351,-4.085604721,0.000216987,0.003756426,0.391477059
HLA-DPA1,-0.707003239,6.75399168,-4.085440688,0.000217094,0.003757327,0.391012146
PERM1,-0.927876485,9.108374526,-4.08503729,0.000217356,0.003759979,0.389868838
UBE2Q2L,-0.750991371,6.358452338,-4.08448066,0.000217718,0.003765257,0.388291313
ZNF292,-1.258066295,5.847913666,-4.084400904,0.00021777,0.003765257,0.388065287
ERAL1,-0.431608434,8.616477202,-4.08397833,0.000218046,0.003769076,0.386867747
ALK,-0.808614517,5.141120456,-4.083062977,0.000218644,0.00377752,0.384273872
TMEM205,-0.560030591,7.425005873,-4.082663854,0.000218905,0.00378014,0.383142928
CLCN4,-0.591031566,9.875491062,-4.082451401,0.000219044,0.003781597,0.382540946
KPNA5,-0.811502853,5.124984374,-4.081833263,0.00021945,0.003786701,0.380789524
ALG2,-0.557340484,6.57008893,-4.081626582,0.000219585,0.003788096,0.380203938
NAP1L1,0.584479976,6.744528519,4.081460859,0.000219694,0.003789027,0.379734407
CEL,-0.917145405,4.774577826,-4.081261724,0.000219825,0.003790048,0.379170223
SCN1A-AS1,-0.921204883,2.836334291,-4.081058456,0.000219959,0.003790437,0.37859434
DDX20,-0.98836182,5.534201491,-4.080412547,0.000220384,0.003795234,0.376764469
ATRAID,-0.534183657,8.736534954,-4.080256642,0.000220487,0.003796056,0.376322804
ALG5,-0.516689419,7.245823691,-4.080037943,0.000220631,0.003796645,0.375703259
HDAC3,-0.656598042,4.362010463,-4.07970016,0.000220855,0.003798588,0.374746391
BCHE,-0.966117824,5.744260692,-4.079379089,0.000221067,0.003800342,0.373836892
SREBF1,-1.170802122,7.112206328,-4.079284635,0.000221129,0.003800469,0.373569337
VASH1-DT,0.854880712,4.210466759,4.078983755,0.000221328,0.003802943,0.372717064
FNTA,-0.554031928,9.019380396,-4.078292666,0.000221786,0.003809863,0.370759578
IL2RA,-0.764447666,4.831621063,-4.077129881,0.000222559,0.003818381,0.367466306
NXT1,-0.511705672,5.898706881,-4.075662036,0.000223538,0.003833272,0.363309543
CMTM8,-0.530594529,5.773274698,-4.075080475,0.000223927,0.003838036,0.361662787
NOL11,-0.487888819,8.762614656,-4.074352359,0.000224415,0.003844491,0.359601168
LANCL2,-0.447073898,7.849151418,-4.073808767,0.00022478,0.003848832,0.358062109
PRDM16,-0.432134954,8.604159021,-4.073600122,0.000224921,0.003850278,0.357471399
UGGT2,-0.415928682,9.273416546,-4.073298906,0.000225123,0.003852128,0.356618623
EIF3I,-0.44259,9.87192593,-4.072929904,0.000225372,0.003854175,0.35557397
DNTTIP2,-0.890662604,5.156273703,-4.071601177,0.000226269,0.00386664,0.351812612
TMEM106C,-0.697238834,7.724884292,-4.071441267,0.000226377,0.003867531,0.35135997
PIGT,-0.521499719,10.17393264,-4.070808729,0.000226805,0.003873351,0.349569572
RETREG1,-0.594877068,9.10227057,-4.070584862,0.000226957,0.003874565,0.348935942
RUNDC1,-0.403084842,8.190448607,-4.070401178,0.000227082,0.003875734,0.348416056
MOB4,-0.455789689,10.09934388,-4.06989274,0.000227427,0.003880669,0.346977052
TWF2,-0.583011546,9.76754785,-4.069611259,0.000227619,0.003882974,0.346180422
MED25,-0.592131517,6.174811001,-4.068304681,0.000228509,0.003895278,0.342482899
ADCK1,-0.515012531,6.391989474,-4.067976453,0.000228734,0.003897179,0.341554107
FOXK2,-0.582649626,5.401381548,-4.067976063,0.000228734,0.003897179,0.341553005
DCHS2,0.603907507,6.206296373,4.067062611,0.000229359,0.003902049,0.338968346
SLC46A1,-0.4458828,8.097704486,-4.066691391,0.000229614,0.003905417,0.337918022
SPATA17,-0.472715794,6.96394834,-4.066466575,0.000229768,0.003907078,0.337281949
KLHL15,-0.423505828,8.917166196,-4.06558329,0.000230375,0.003915474,0.334782999
TTC23,-0.995587409,3.142000451,-4.065094286,0.000230712,0.003918302,0.333399619
XK,-0.485212547,8.769387775,-4.064896726,0.000230849,0.003918351,0.332840743
MESD,-0.398979927,8.547172628,-4.064859262,0.000230874,0.003918351,0.332734763
NUP50,-0.368949607,8.785901171,-4.06476553,0.000230939,0.003918351,0.332469613
ERVK3-1,-0.467507975,7.474617903,-4.064668673,0.000231006,0.003918464,0.332195622
FKBP3,-0.699415994,8.045833813,-4.063841191,0.000231578,0.003925268,0.329854933
EGLN1,-0.48222134,8.374232536,-4.063315204,0.000231942,0.003929519,0.328367172
ERCC8-AS1,-0.74187044,3.704487813,-4.063314432,0.000231942,0.003929519,0.328364989
HIVEP3,-0.808572093,6.749628172,-4.062716045,0.000232357,0.003935584,0.326672532
GNS,-0.473301192,11.12819272,-4.062059203,0.000232814,0.003942346,0.324814856
MYOCD,0.51752897,11.49710645,4.061779669,0.000233008,0.003943277,0.324024312
NKD2,-1.216272897,4.257682138,-4.060986315,0.000233561,0.003948794,0.321780763
RPS13,-0.917636506,11.11515179,-4.060937331,0.000233595,0.003948794,0.321642245
C1orf52,-0.452390505,7.269483131,-4.060096226,0.000234183,0.003954955,0.319263854
SLC25A4,-0.428245744,13.00934504,-4.060087326,0.000234189,0.003954955,0.319238689
SLC39A9,-0.71247005,6.010075951,-4.058895587,0.000235024,0.003967115,0.315869131
PPP2R5C,-0.48445772,9.663826692,-4.058525621,0.000235284,0.003968391,0.314823154
PRDX2,-0.397054114,12.04116533,-4.058460239,0.00023533,0.003968391,0.314638309
PSME3IP1,-0.594407322,6.264848929,-4.057422723,0.00023606,0.003976817,0.311705231
SLC2A9,-0.728762549,5.437280648,-4.055094785,0.000237707,0.003999673,0.30512515
BLOC1S6,-0.527900652,9.325252793,-4.054940365,0.000237817,0.004000542,0.304688722
NXF1,-0.526143986,8.12408144,-4.054716485,0.000237976,0.004002241,0.304055993
TM7SF2,0.972301753,5.164138069,4.054564111,0.000238084,0.004003086,0.303625362
ATPAF1,-0.489907531,9.484870797,-4.053435796,0.000238887,0.004014636,0.300436777
FAM114A2,-0.50005491,8.263425887,-4.053281726,0.000238997,0.004015374,0.300001406
DYNC2LI1,-0.625705611,6.342042323,-4.0528434,0.00023931,0.004017827,0.29876282
