"","adj.P.Val","P.Value","t","B","logFC"
"HS.564605",8e-04,0.000105,-3.9879905,0.417009,-0.10943631
"C21ORF124",0.000809,0.000106,3.9849436,0.406048,0.10896521
"UTP14C",0.00081,0.000106,3.9846805,0.405102,0.17448165
"C2ORF49",0.000812,0.000106,3.9840795,0.40294,0.17678086
"GTF3C1",0.000813,0.000106,3.983441,0.400645,0.27745302
"HSPA1B",0.000814,0.000107,-3.98327,0.40003,-0.37314815
"CXORF38",0.000816,0.000107,-3.9824699,0.397154,-0.15171284
"LOC651575",0.000819,0.000107,3.9815665,0.393907,0.14735681
"PACS2",0.00082,0.000107,-3.9811735,0.392494,-0.14298652
"DMPK",0.00082,0.000107,-3.9811284,0.392332,-0.25354405
"HOXC11",0.00082,0.000107,3.9811123,0.392274,0.18944072
"NDUFB5",0.00082,0.000107,3.9809186,0.391578,0.28692545
"MYOZ1",0.000821,0.000108,3.9805597,0.390288,0.32084175
"MED20",0.000823,0.000108,-3.979986,0.388227,-0.21004083
"ZNF14",0.000823,0.000108,-3.9798694,0.387808,-0.32779354
"ZNF136",0.000826,0.000108,3.9789395,0.384468,0.0726305
"CSNK1G3",0.000826,0.000108,3.9786351,0.383374,0.0923827
"MOCOS",0.000829,0.000109,-3.9776771,0.379934,-0.12111693
"MAP3K1",0.000829,0.000109,3.9775522,0.379485,0.23989689
"HMGA1",0.00083,0.000109,-3.9774513,0.379123,-0.16060002
"E4F1",0.000831,0.000109,-3.9770093,0.377536,-0.18839426
"ZNF691",0.000831,0.000109,3.976906,0.377164,0.11416329
"IMPDH2",0.000831,0.000109,-3.9767745,0.376692,-0.28447484
"HS.24119",0.000832,0.000109,3.9765923,0.376038,0.37153123
"LOC644284",0.000832,0.000109,3.9764654,0.375583,0.13404802
"AK2",0.000832,0.000109,-3.9762312,0.374742,-0.16192036
"PDHX",0.000834,0.00011,3.9757582,0.373044,0.24669116
"FLNC",0.000841,0.000111,-3.9734752,0.36485,-0.34291401
"VPS11",0.000841,0.000111,3.9734231,0.364663,0.13843625
"FAM23B",0.000844,0.000111,-3.9721884,0.360233,-0.13014978
"C14ORF102",0.000844,0.000111,3.9721777,0.360195,0.13008787
"IFNGR2",0.000847,0.000111,-3.9713485,0.357221,-0.17974924
"TGDS",0.000848,0.000112,3.9710979,0.356322,0.12085522
"LOC642732",0.00085,0.000112,3.9702461,0.353268,0.14122622
"CBFB",0.000851,0.000112,-3.9699681,0.352271,-0.21468706
"ZNF438",0.000855,0.000113,3.9685469,0.347176,0.15590522
"CHRM2",0.000857,0.000113,3.9679244,0.344944,0.11109687
"CYHR1",0.000859,0.000113,3.9674167,0.343125,0.17903905
"HIST1H1A",0.000859,0.000113,3.9671547,0.342186,0.13076573
"MARVELD2",0.000865,0.000114,-3.965276,0.335455,-0.07090462
"MS4A6E",0.000868,0.000114,-3.9645218,0.332753,-0.10533104
"NOLC1",0.00087,0.000115,-3.9638064,0.330192,-0.17393433
"BEX4",0.000872,0.000115,3.9631246,0.32775,0.26985783
"GTF3C2",0.000872,0.000115,-3.9629153,0.327001,-0.10025804
"UBL4A",0.000876,0.000116,-3.9618533,0.323199,-0.19939742
"HS.25892",0.000876,0.000116,-3.9617795,0.322934,-0.26038585
"C10ORF6",0.000877,0.000116,3.9614096,0.321611,0.20598702
"DCP1A",0.000878,0.000116,-3.9610675,0.320386,-0.15623597
"GIMAP8",0.000878,0.000116,-3.9608451,0.31959,-0.29522471
"GRAMD3",0.000878,0.000116,-3.9608088,0.31946,-0.18538385
"MICAL2",0.000879,0.000116,3.9606182,0.318778,0.206675
"MOG",0.000881,0.000116,-3.9597768,0.315767,-0.144459
"LOC653066",0.000882,0.000117,-3.9593788,0.314343,-0.10895515
"PPP1CC",0.000885,0.000117,-3.9584472,0.31101,-0.22319579
"LAP3",0.000886,0.000117,-3.9582036,0.310139,-0.26838504
"C9ORF127",0.000886,0.000117,3.9580711,0.309665,0.15005805
"HS.569948",0.000889,0.000118,-3.9571822,0.306486,-0.15713086
"PECAM1",0.000893,0.000118,-3.9559912,0.302227,-0.2677331
"THRAP5",0.000893,0.000118,-3.9559869,0.302212,-0.11867257
"NRIP3",0.000895,0.000118,3.955374,0.30002,0.18235121
"PPA1",0.000895,0.000118,-3.9552661,0.299635,-0.24192022
"C3ORF58",0.000896,0.000119,3.9549706,0.298578,0.14640758
"LOC729148",0.000896,0.000119,-3.9548289,0.298072,-0.22827783
"PRKRIP1",0.000899,0.000119,3.9540052,0.295128,0.13013959
"ZC3H3",9e-04,0.000119,-3.9536776,0.293957,-0.16982451
"GTDC1",9e-04,0.000119,3.953397,0.292954,0.09559552
"CXCL10",0.000902,0.00012,-3.9527053,0.290482,-0.41430358
"ZNF543",0.000904,0.00012,3.9522271,0.288774,0.11271053
"ADORA2B",0.000905,0.00012,3.9519268,0.287701,0.13242104
"HLA-DRB3",0.000909,0.000121,-3.9505015,0.28261,-0.35566497
"SHKBP1",0.00091,0.000121,-3.9502944,0.28187,-0.13276248
"LOC645100",0.000912,0.000121,3.9496643,0.27962,0.17049702
"LOC440704",0.000913,0.000121,-3.9494525,0.278864,-0.26686662
"FLJ22222",0.000913,0.000121,3.9491716,0.277861,0.12639552
"EFHA2",0.000916,0.000122,3.9484785,0.275387,0.13604651
"GSDMB",0.000916,0.000122,3.948295,0.274732,0.14859022
"SFRS4",0.000916,0.000122,-3.9482298,0.274499,-0.17979831
"OXSM",0.000916,0.000122,3.9481986,0.274387,0.15523703
"HS.568329",0.000916,0.000122,3.9480196,0.273749,0.10845406
"C4ORF30",0.000917,0.000122,3.9476932,0.272584,0.13502194
"RPL3",0.000917,0.000122,-3.9476243,0.272337,-0.22615142
"FIGNL1",0.000921,0.000122,3.9466666,0.268919,0.08317866
"CPLX3",0.000923,0.000123,-3.9460079,0.266569,-0.10966195
"FZD7",0.000924,0.000123,3.945572,0.265014,0.18857207
"NDUFB7",0.000924,0.000123,3.9454743,0.264665,0.18323405
"HS.133261",0.000924,0.000123,3.9453897,0.264363,0.26847289
"DNER",0.000927,0.000123,-3.9446409,0.261692,-0.1621509
"LOC651149",0.00093,0.000124,-3.9437697,0.258585,-0.37524048
"SERPING1",0.00093,0.000124,-3.9435592,0.257834,-0.28103133
"RAB13",0.000932,0.000124,-3.9430144,0.255891,-0.24554949
"ZNF2",0.000934,0.000124,3.9423424,0.253495,0.09119874
"SHC1",0.000937,0.000125,-3.9414972,0.250482,-0.23228968
"STRBP",0.000937,0.000125,-3.9413156,0.249834,-0.18405097
"LOC653394",0.000945,0.000126,3.9391026,0.241948,0.09686179
"HS.550293",0.000946,0.000126,-3.9387186,0.240579,-0.12639815
"LOC653342",0.000948,0.000126,-3.9382526,0.238919,-0.12683714
"COPZ1",0.000948,0.000126,-3.9380082,0.238049,-0.16507204
"DKFZP686I15217",0.000948,0.000126,3.9378823,0.2376,0.09046406
"GSTK1",0.000948,0.000126,3.9378668,0.237545,0.19623173
"ALDOA",0.000949,0.000127,-3.9376021,0.236602,-0.20759451
"HS.489857",0.000952,0.000127,3.9368854,0.234049,0.10418148
"LOC652826",0.000957,0.000128,-3.9353602,0.228618,-0.19792696
"GTF2E1",0.000957,0.000128,3.9352335,0.228167,0.10970864
"CAPN5",0.000962,0.000128,-3.9339117,0.223462,-0.17001301
"LOC653354",0.000966,0.000129,3.9326434,0.218948,0.13641453
"ARPC5",0.00097,0.00013,-3.931441,0.214671,-0.2937638
"BIN3",0.00097,0.00013,-3.931422,0.214603,-0.14272844
"PUM1",0.000975,0.00013,3.9300908,0.209868,0.13658188
"VPS35",0.000976,0.00013,3.9296139,0.208172,0.25171894
"PPM1A",0.000976,0.000131,3.9295281,0.207866,0.17390771
"TOR1B",0.000977,0.000131,-3.9294009,0.207414,-0.15180038
"LOC196993",0.000987,0.000132,3.9265736,0.197363,0.11250704
"HS.461497",0.00099,0.000132,3.9258424,0.194765,0.11175119
"MAGT1",0.00099,0.000132,-3.9255567,0.19375,-0.29576423
"PMEPA1",0.000993,0.000133,-3.924898,0.19141,-0.27315015
"NAGA",0.000998,0.000134,-3.9234653,0.18632,-0.12160476
"OSBP2",0.001,0.000134,3.9226855,0.183551,0.24634387
"PCDH9",0.001,0.000134,3.9224271,0.182634,0.1783293
"RGR",0.001,0.000134,-3.9219207,0.180835,-0.08467877
"ZNF688",0.001,0.000134,3.9217843,0.180351,0.11832757
"PLCZ1",0.001,0.000134,3.9217081,0.180081,0.12441589
"EPM2A",0.00101,0.000135,3.9208801,0.177141,0.17342793
"C14ORF43",0.00101,0.000135,3.9207546,0.176696,0.13399051
"AURKAIP1",0.00101,0.000135,-3.920411,0.175476,-0.16979509
"LOC653158",0.00101,0.000136,-3.9188066,0.169782,-0.17780886
"CCNG1",0.00101,0.000136,-3.9187356,0.16953,-0.26918702
"YTHDF3",0.00102,0.000137,3.9169951,0.163356,0.14924557
"C12ORF34",0.00103,0.000138,-3.9154346,0.157822,-0.1425686
"ZNF687",0.00103,0.000138,3.9154008,0.157702,0.102667
"FAM83D",0.00103,0.000138,-3.9153868,0.157652,-0.17018941
"NUDT2",0.00103,0.000138,3.9153647,0.157574,0.27104739
"CACNA2D2",0.00103,0.000138,3.9146659,0.155097,0.09410602
"CDK5RAP2",0.00103,0.000139,3.9133762,0.150525,0.20165694
"RILPL2",0.00104,0.00014,-3.9112456,0.142975,-0.15144949
"SSFA2",0.00104,0.00014,3.9111961,0.1428,0.18287838
"LOC124512",0.00104,0.00014,3.9110606,0.14232,0.16933985
"FADS3",0.00105,0.000141,-3.9097108,0.137539,-0.17144448
"CBS",0.00105,0.000141,-3.9087625,0.134181,-0.34695214
"LSM4",0.00105,0.000141,3.9087198,0.13403,0.2258153
"SUSD2",0.00105,0.000141,-3.908679,0.133885,-0.3312837
"HS.142505",0.00105,0.000142,3.907763,0.130642,0.54960089
"HS.543163",0.00106,0.000142,3.9071096,0.128329,0.14953878
"POLR2I",0.00106,0.000142,3.9067411,0.127025,0.1743728
"RHBDD1",0.00106,0.000142,-3.9066759,0.126794,-0.10966216
"MED25",0.00106,0.000142,-3.9065224,0.126251,-0.22227383
"CUL4B",0.00106,0.000143,3.9057372,0.123472,0.11703147
"LEO1",0.00106,0.000143,3.9056387,0.123124,0.12836314
"GRB14",0.00106,0.000143,-3.9052606,0.121786,-0.20529911
"RFXANK",0.00106,0.000143,-3.9052196,0.121641,-0.12245831
"LOC401357",0.00106,0.000143,-3.905212,0.121614,-0.16174454
"ZNF418",0.00106,0.000143,3.9050442,0.12102,0.1414377
"CLN8",0.00106,0.000143,-3.9043558,0.118585,-0.13604189
"FAM114A1",0.00106,0.000143,-3.9042778,0.118309,-0.12538744
"SUPT5H",0.00107,0.000144,3.9032024,0.114505,0.22079292
"SEL1L2",0.00107,0.000144,-3.902669,0.112619,-0.49140053
"HK1",0.00108,0.000145,-3.9006265,0.105397,-0.17793964
"PPIL4",0.00108,0.000146,3.8992332,0.100473,0.1060848
"HEATR3",0.00108,0.000146,-3.8992321,0.100469,-0.10253953
"C12ORF52",0.00109,0.000147,3.898561,0.098097,0.13838517
"FAM10A7",0.00109,0.000147,3.8976773,0.094975,0.2173351
"ATP6V1H",0.00109,0.000148,3.8966501,0.091347,0.16132693
"PFDN6",0.00109,0.000148,-3.896625,0.091258,-0.25086858
"NEK7",0.00109,0.000148,3.8963214,0.090186,0.298744
"NELL1",0.0011,0.000148,3.8958161,0.088401,0.1330805
"PMS2CL",0.0011,0.000149,3.8945888,0.084068,0.04968053
"ATP6V1E1",0.0011,0.000149,3.8941861,0.082646,0.15807223
"IGF2R",0.0011,0.000149,-3.8936404,0.08072,-0.19460719
"COPS8",0.00111,0.00015,3.8926906,0.077368,0.14756496
"COL4A6",0.00111,0.000151,3.8914846,0.073112,0.13692962
"SSH1",0.00111,0.000151,-3.8911608,0.07197,-0.15314119
"CUL4A",0.00111,0.000151,3.8911185,0.071821,0.18337683
"TBCCD1",0.00112,0.000151,-3.8901589,0.068436,-0.0906632
"NRP1",0.00112,0.000152,3.8894311,0.065869,0.17677773
"DNM1L",0.00113,0.000152,3.8883683,0.062122,0.15248259
"PEG3",0.00113,0.000153,3.8878345,0.060239,0.17481155
"CCDC132",0.00113,0.000153,3.8864488,0.055355,0.12943157
"PPP2R2B",0.00113,0.000154,3.8859618,0.053639,0.1648084
"HS.82028",0.00114,0.000154,-3.8856449,0.052522,-0.15799678
"KRR1",0.00114,0.000154,3.8853739,0.051567,0.1373727
"NKIRAS1",0.00114,0.000155,3.8843127,0.047828,0.17463046
"GRN",0.00114,0.000155,-3.8840465,0.04689,-0.18110417
"SELT",0.00114,0.000155,3.8838794,0.046302,0.1390488
"PARP16",0.00114,0.000155,3.8837965,0.04601,0.13530042
"HS.567677",0.00114,0.000155,3.8835903,0.045283,0.10813253
"TSEN2",0.00114,0.000155,-3.8835002,0.044966,-0.1565385
"RAB40C",0.00115,0.000155,-3.8829812,0.043138,-0.2080077
"GPC1",0.00115,0.000155,3.8827729,0.042404,0.24169982
"THRSP",0.00115,0.000156,-3.8825669,0.041679,-0.31276255
"NETO2",0.00115,0.000156,-3.8821252,0.040124,-0.24721555
"HSPB6",0.00115,0.000156,3.881944,0.039486,0.44043809
"PPP1R14C",0.00115,0.000156,3.881394,0.037549,0.26342776
"HS.569162",0.00116,0.000157,-3.8803078,0.033725,-0.33735989
"CPNE1",0.00116,0.000157,-3.8795953,0.031218,-0.13382512
"CENTG3",0.00116,0.000158,3.8793129,0.030224,0.15942661
"SLC41A1",0.00116,0.000158,3.8792415,0.029973,0.27347771
"C20ORF196",0.00116,0.000158,3.8785632,0.027586,0.12896711
"CCDC90B",0.00117,0.000159,3.8770749,0.02235,0.15379998
"STGC3",0.00117,0.000159,3.8769172,0.021795,0.14117383
"STAU1",0.00117,0.000159,3.8759346,0.018339,0.16584307
"C21ORF119",0.00117,0.00016,3.8754266,0.016553,0.17730403
"RBP7",0.00118,0.00016,3.8749756,0.014967,0.31102856
"FIP1L1",0.00118,0.00016,3.8749034,0.014713,0.15859968
"HSGT1",0.00118,0.00016,3.8748891,0.014663,0.12302019
"STAT5A",0.00118,0.00016,-3.8747234,0.014081,-0.19413646
"KCTD20",0.00118,0.000161,-3.8741401,0.01203,-0.19431165
"TM7SF3",0.00118,0.000161,3.8739735,0.011444,0.18782549
"CLIP3",0.00118,0.000161,3.8738783,0.01111,0.30971082
"C9ORF169",0.00118,0.000161,3.8731716,0.008626,0.11828713
"CD274",0.00118,0.000161,-3.8730735,0.008281,-0.12674659
"PHF12",0.00118,0.000161,3.8728567,0.007519,0.0712725
"HHEX",0.00118,0.000161,3.8727641,0.007193,0.18601533
"MCFD2",0.00118,0.000161,-3.8726747,0.006879,-0.17281098
"CYB5A",0.00118,0.000162,3.8725471,0.006431,0.26935971
"CPAMD8",0.00119,0.000162,-3.8722315,0.005322,-0.14085772
"FOXRED2",0.00119,0.000162,3.8720935,0.004837,0.12490854
"ALS2CR16",0.00119,0.000162,3.8720557,0.004704,0.11087813
"C1ORF198",0.00119,0.000162,3.8716545,0.003294,0.28394008
"SH3BP2",0.00119,0.000162,-3.8715392,0.002889,-0.1097658
"TJP2",0.00119,0.000162,3.870999,0.000991,0.19629108
"SMARCD1",0.00119,0.000163,-3.8708153,0.000346,-0.12047978
"APPL1",0.00119,0.000163,3.8704253,-0.001024,0.22840751
"DEXI",0.0012,0.000164,-3.8688446,-0.006576,-0.2267135
"MAPK6",0.0012,0.000164,-3.8686331,-0.007318,-0.23602301
"HS.194225",0.00121,0.000165,-3.8672938,-0.01202,-0.18364369
"MED8",0.00121,0.000165,-3.8660766,-0.016292,-0.11677941
"MKS1",0.00122,0.000166,3.8644741,-0.021915,0.11932222
"NCAM1",0.00122,0.000167,3.8641577,-0.023025,0.14413541
"HS.529743",0.00122,0.000167,3.8628571,-0.027587,0.17827956
"TRIM2",0.00123,0.000168,3.8618771,-0.031023,0.29971355
"PSMD10",0.00123,0.000169,3.8606007,-0.035498,0.15356369
"SLC44A2",0.00124,0.00017,3.8592882,-0.040098,0.17120096
"IDI2",0.00124,0.00017,3.8592868,-0.040103,0.1147351
"LOC728417",0.00124,0.00017,3.8583068,-0.043537,0.0903025
"C20ORF30",0.00125,0.000171,3.8571553,-0.047571,0.13680592
"GDF15",0.00125,0.000171,3.8571159,-0.047709,0.12890278
"YPEL5",0.00125,0.000171,3.8570553,-0.047921,0.21075393
"KIAA0020",0.00125,0.000171,-3.8568522,-0.048633,-0.20891234
"MECR",0.00126,0.000172,3.8554623,-0.0535,0.10252171
"C14ORF85",0.00126,0.000172,-3.8552854,-0.05412,-0.2686207
"DLK2",0.00126,0.000172,3.8550993,-0.054771,0.14190134
"KRAS",0.00126,0.000173,-3.8541046,-0.058253,-0.11001654
"PLEKHH1",0.00127,0.000174,-3.8530639,-0.061896,-0.117322
"CCDC7",0.00127,0.000174,3.8525941,-0.06354,0.05873622
"EIF4EBP1",0.00127,0.000174,-3.8518716,-0.066068,-0.15223793
"ABCC3",0.00127,0.000175,-3.8514391,-0.067581,-0.13005882
"AKR1D1",0.00128,0.000175,-3.8508545,-0.069626,-0.19678631
"AEBP2",0.00128,0.000175,3.8506747,-0.070256,0.11349287
"CSF2RA",0.00128,0.000176,-3.8501368,-0.072137,-0.21715802
"NPY6R",0.00128,0.000176,3.8500511,-0.072437,0.23276759
"HDGF2",0.00128,0.000176,3.8495571,-0.074165,0.11521755
"DSG4",0.00128,0.000176,3.8489837,-0.07617,0.10484539
"ZNF673",0.00129,0.000177,3.8481769,-0.078991,0.12205887
"FN1",0.00129,0.000177,-3.8472899,-0.082091,-0.10036969
"LOC90826",0.0013,0.000178,3.8461684,-0.086011,0.1387463
"LOC644322",0.0013,0.000179,-3.8456019,-0.087991,-0.39132418
"SCARB1",0.0013,0.000179,3.8452871,-0.08909,0.15900922
"LBR",0.0013,0.000179,-3.8444544,-0.092,-0.07475298
"LOC648581",0.00131,0.00018,-3.8437169,-0.094576,-0.13109135
"BECN1",0.00131,0.00018,3.8435373,-0.095203,0.14378406
"CCBL2",0.00131,0.00018,-3.8426267,-0.098383,-0.09173524
"MYL9",0.00131,0.000181,3.8423094,-0.099491,0.24901612
"KCNK1",0.00131,0.000181,-3.8419339,-0.100803,-0.44334116
"CPSF1",0.00132,0.000181,-3.8411631,-0.103493,-0.16593521
"MSTN",0.00132,0.000182,3.8407234,-0.105028,0.115511
"ATAD1",0.00132,0.000182,3.8400048,-0.107537,0.17917693
"C5ORF29",0.00132,0.000182,-3.8399737,-0.107645,-0.15293865
"TOMM20",0.00132,0.000182,3.839659,-0.108743,0.21307783
"LOC652541",0.00132,0.000183,3.8395654,-0.10907,0.12738191
"C1ORF186",0.00133,0.000183,-3.839003,-0.111033,-0.11325208
"PQLC1",0.00133,0.000183,-3.838878,-0.111469,-0.13646341
"HS.91147",0.00135,0.000186,3.8351672,-0.124411,0.11186482
"HS.547551",0.00135,0.000186,3.8346472,-0.126224,0.14854652
"HS.561915",0.00135,0.000187,3.8337076,-0.1295,0.10159183
"ARHGAP28",0.00135,0.000187,3.8335084,-0.130194,0.06781195
"GCS1",0.00135,0.000187,-3.833428,-0.130474,-0.14848809
"HLA-DMB",0.00136,0.000187,-3.8327667,-0.132778,-0.32434732
"AQP7",0.00136,0.000187,3.8327647,-0.132786,0.27416895
"MGC70857",0.00136,0.000188,-3.8314821,-0.137254,-0.15509607
"TIGD2",0.00136,0.000188,3.8310869,-0.138631,0.10100152
"L2HGDH",0.00136,0.000188,3.8310437,-0.138782,0.18903584
"RICTOR",0.00136,0.000189,3.8307692,-0.139738,0.15519933
"GLO1",0.00137,0.00019,3.8290684,-0.145661,0.20009157
"CENPN",0.00138,0.000191,-3.8277834,-0.150135,-0.26315259
"SUCLA2",0.00138,0.000191,3.8276831,-0.150484,0.27745146
"HS.107801",0.00138,0.000191,3.8273115,-0.151777,0.11299398
"PPOX",0.00139,0.000192,3.8264757,-0.154686,0.14349599
"NDUFS1",0.00139,0.000192,3.8260801,-0.156063,0.2498071
"FBXO40",0.00139,0.000192,3.8255549,-0.15789,0.18257507
"HS.314414",0.00139,0.000193,3.8246071,-0.161187,0.11444069
"CCL8",0.00139,0.000193,-3.8244839,-0.161616,-0.39284442
"MAP1A",0.0014,0.000194,3.8235835,-0.164748,0.41939381
"HS.279842",0.00141,0.000195,3.8223505,-0.169036,0.3414281
"C13ORF34",0.00141,0.000195,-3.8221804,-0.169627,-0.12654023
"BTBD1",0.00141,0.000195,3.821484,-0.172048,0.28605773
"CCT7",0.00142,0.000196,-3.820031,-0.177098,-0.13703889
"PNKD",0.00142,0.000197,3.8188696,-0.181134,0.12400429
"EEF1E1",0.00142,0.000197,-3.8184481,-0.182598,-0.21238574
"CDO1",0.00142,0.000198,3.8182389,-0.183325,0.23581055
"DNAJC3",0.00143,0.000198,-3.8178959,-0.184516,-0.14921312
"LAS1L",0.00143,0.000198,-3.8177059,-0.185176,-0.15506227
"ZNF341",0.00144,2e-04,-3.8154238,-0.193101,-0.12686885
"RHOJ",0.00144,2e-04,-3.8146094,-0.195929,-0.16558052
"C6ORF35",0.00145,0.000201,3.8141383,-0.197564,0.09226622
"SLC36A2",0.00145,0.000201,-3.8134603,-0.199917,-0.12492676
"PRPF31",0.00145,0.000201,3.8132001,-0.20082,0.19312114
"AASDH",0.00146,0.000202,3.8120009,-0.20498,0.14562401
"PCDHGA12",0.00146,0.000202,-3.8117374,-0.205895,-0.15915436
"NLRC4",0.00146,0.000203,-3.8106793,-0.209565,-0.10741593
"HS.524108",0.00146,0.000203,-3.8105844,-0.209894,-0.13242431
"HLA-DQB1",0.00146,0.000203,-3.8105584,-0.209984,-0.28465264
"USP31",0.00146,0.000203,-3.8103284,-0.210782,-0.13461505
"WDR40A",0.00147,0.000204,-3.8094001,-0.214001,-0.13791069
"CHST3",0.00147,0.000204,-3.8089887,-0.215427,-0.234082
"SLK",0.00147,0.000205,3.8085851,-0.216826,0.20778872
"NUP133",0.00148,0.000205,3.8077215,-0.21982,0.18127603
"ZNF546",0.00148,0.000205,3.8075488,-0.220419,0.10781016
"MPZL2",0.00148,0.000206,3.8071023,-0.221966,0.18593558
"LCN10",0.00148,0.000206,-3.8067711,-0.223114,-0.11920945
"ZNF140",0.00148,0.000206,3.806607,-0.223682,0.1768019
"WDR8",0.00149,0.000207,3.8054597,-0.227658,0.12658988
"SH3KBP1",0.00149,0.000207,-3.8050626,-0.229033,-0.40268572
"CTDSPL",0.0015,0.000209,3.8026396,-0.237424,0.20222139
"ERCC2",0.0015,0.000209,3.8026369,-0.237434,0.1485729
"CTBS",0.0015,0.000209,3.8022409,-0.238805,0.12690694
"TBL1XR1",0.0015,0.00021,3.8020629,-0.239421,0.22633809
"HSPA14",0.0015,0.00021,-3.8019435,-0.239834,-0.12937872
"LOC390354",0.00151,0.00021,-3.8012194,-0.242341,-0.28392684
"EIF1B",0.00151,0.00021,3.8010836,-0.242811,0.34876978
"MRPL54",0.00151,0.000211,3.8007818,-0.243855,0.21161539
"LOC134997",0.00151,0.000211,-3.8002996,-0.245524,-0.26797133
"HS.40289",0.00152,0.000211,3.7997592,-0.247394,0.19359714
"TP53I11",0.00152,0.000211,-3.7997403,-0.247459,-0.10915644
"IQGAP2",0.00152,0.000213,3.797994,-0.253501,0.19105963
"C5ORF35",0.00152,0.000213,3.7979804,-0.253548,0.27120903
"DIRAS1",0.00153,0.000213,-3.7976835,-0.254575,-0.32707195
"CREB1",0.00153,0.000214,-3.7966752,-0.258062,-0.2314026
"HLA-H",0.00153,0.000214,-3.7962529,-0.259522,-0.28834959
"GYG2",0.00154,0.000215,-3.7952824,-0.262877,-0.06999752
"LOC651316",0.00154,0.000216,3.794201,-0.266614,0.15378217
"TLR6",0.00154,0.000216,-3.7941108,-0.266926,-0.07514213
"PCBP2",0.00154,0.000216,3.7940862,-0.267011,0.13636039
"SLC4A1AP",0.00155,0.000216,3.7938589,-0.267797,0.15433777
"DHRS3",0.00155,0.000216,3.7934461,-0.269223,0.21047822
"NOTCH4",0.00155,0.000217,-3.792717,-0.271742,-0.22343446
"HS.144479",0.00156,0.000218,3.7918601,-0.274703,0.09671312
"C12ORF65",0.00156,0.000218,3.7918507,-0.274735,0.2075709
"FGFRL1",0.00156,0.000218,-3.7911693,-0.277089,-0.16814165
"NR3C2",0.00158,0.00022,3.7883806,-0.286717,0.20060811
"ISOC1",0.00158,0.000221,3.7874826,-0.289816,0.30188083
"LOC647389",0.00159,0.000222,-3.785946,-0.295118,-0.24372079
"C12ORF4",0.00159,0.000222,3.7858677,-0.295388,0.15148292
"ZNF160",0.0016,0.000224,3.7844573,-0.300253,0.11525424
"GOLGA1",0.0016,0.000224,3.7843594,-0.30059,0.14862051
"DPY30",0.0016,0.000225,3.7833685,-0.304007,0.15434244
"GCC2",0.0016,0.000225,3.7831169,-0.304875,0.06870559
"HSCB",0.0016,0.000225,-3.7830372,-0.30515,-0.12805256
"ZBTB33",0.00161,0.000225,3.7825232,-0.306922,0.14563556
"ISCA1",0.00161,0.000226,3.7819267,-0.308977,0.22758254
"MAPRE1",0.00161,0.000226,-3.7818108,-0.309377,-0.17986711
"C10ORF59",0.00161,0.000226,3.7815426,-0.310301,0.16022118
"LOC727848",0.00161,0.000226,-3.7812369,-0.311355,-0.08881321
"ESR1",0.00161,0.000226,3.7811092,-0.311795,0.12739544
"C3ORF37",0.00161,0.000226,-3.7809625,-0.312301,-0.12702973
"PHB",0.00161,0.000227,-3.7807808,-0.312927,-0.11591574
"TMEM44",0.00161,0.000227,-3.780721,-0.313133,-0.14523406
"SYDE2",0.00162,0.000227,3.7803454,-0.314427,0.10472129
"P2RY1",0.00162,0.000227,3.7802703,-0.314686,0.0947148
"POLDIP2",0.00162,0.000227,3.7800455,-0.31546,0.12510848
"YY1AP1",0.00162,0.000228,-3.7796262,-0.316905,-0.10581556
"FLJ42875",0.00163,0.00023,3.7770619,-0.325737,0.10969231
"GMCL1",0.00164,0.00023,3.7769764,-0.326031,0.13135679
"GAB2",0.00164,0.000231,3.7758292,-0.329981,0.14113634
"PPP2CA",0.00165,0.000232,3.7747999,-0.333523,0.15199353
"ICA1",0.00165,0.000232,-3.7746948,-0.333885,-0.16637616
"C15ORF52",0.00165,0.000233,3.7737679,-0.337074,0.27575839
"TUSC1",0.00165,0.000233,-3.7737669,-0.337078,-0.14985042
"HS.489952",0.00166,0.000233,-3.7728616,-0.340192,-0.12724746
"ROCK1",0.00166,0.000234,3.772563,-0.341219,0.16434507
"TUBA4A",0.00166,0.000234,-3.7720565,-0.342961,-0.39793127
"MGC13057",0.00167,0.000235,-3.7710242,-0.346512,-0.16089333
"VEGFA",0.00167,0.000235,3.7709543,-0.346752,0.22110042
"JPH3",0.00167,0.000235,3.7709226,-0.346861,0.10404785
"COL6A1",0.00167,0.000236,-3.770101,-0.349686,-0.24579009
"HSPG2",0.00167,0.000236,3.7697312,-0.350957,0.14312105
"PSCDBP",0.00167,0.000236,-3.7697307,-0.350959,-0.11671579
"HS.513000",0.00168,0.000236,-3.7695498,-0.351581,-0.15044716
"HS.559705",0.00168,0.000237,-3.7689526,-0.353633,-0.08612855
"LOC653157",0.00168,0.000237,3.7687394,-0.354366,0.17354251
"ACO1",0.00168,0.000237,3.7684627,-0.355317,0.14453637
"BCL7B",0.00169,0.000238,-3.7676702,-0.35804,-0.12534779
"HS.535825",0.00169,0.000238,-3.7674646,-0.358747,-0.1500692
"D4S234E",0.00169,0.000238,-3.7668729,-0.36078,-0.38753696
"PLOD2",0.00169,0.000239,-3.7664581,-0.362205,-0.24663186
"ATG4C",0.00169,0.000239,3.7664183,-0.362341,0.10847826
"KIF15",0.0017,0.00024,3.7656447,-0.364999,0.10203223
"STIP1",0.0017,0.00024,-3.7655462,-0.365337,-0.26359498
